CiD,State,MM,YYYY,DD,T,CT,BusI,RTruckI,ATruckI,SLimit,RoadU,G,A
20152110,VIC,January,2015,Friday,5:34,Single vehicle,No,No,No,60,Driver,Male,21
20152121,VIC,January,2015,Thursday,0:10,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,35
20152126,VIC,January,2015,Monday,12:40,Single vehicle,No,No,No,100,Passenger,Female,81
20152131,VIC,January,2015,Monday,18:25,Multiple vehicle,No,No,No,100,Driver,Male,20
20152150,VIC,January,2015,Thursday,7:40,Multiple vehicle,No,No,Yes,100,Driver,Male,31
20152155,VIC,January,2015,Thursday,6:51,Single vehicle,No,No,No,70,Driver,Male,28
20152156,VIC,January,2015,Monday,14:35,Multiple vehicle,No,No,No,100,Driver,Male,86
20152170,VIC,January,2015,Sunday,0:43,Single vehicle,No,No,No,100,Passenger,Male,22
20152203,VIC,January,2015,Sunday,3:48,Single vehicle,No,No,No,100,Driver,Male,31
20152221,VIC,January,2015,Friday,3:12,Single vehicle,No,No,No,60,Passenger,Female,28
20152224,VIC,January,2015,Monday,14:55,Multiple vehicle,No,Yes,No,100,Driver,Female,67
20153012,QLD,January,2015,Tuesday,21:00,Multiple vehicle,No,No,Yes,100,Driver,Male,18
20153018,QLD,January,2015,Monday,11:00,Single vehicle,No,No,No,100,Driver,Male,86
20153019,QLD,January,2015,Saturday,3:00,Pedestrian,No,No,No,100,Pedestrian,Male,20
20153024,QLD,January,2015,Sunday,5:00,Single vehicle,No,No,No,60,Driver,Male,21
20153056,QLD,January,2015,Saturday,2:00,Single vehicle,No,No,No,50,Motorcycle rider,Male,24
20153059,QLD,January,2015,Thursday,10:00,Single vehicle,No,No,No,80,Driver,Female,76
20153066,QLD,January,2015,Thursday,13:00,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,55
20153074,QLD,January,2015,Saturday,5:00,Pedestrian,No,No,No,80,Pedestrian,Female,46
20153087,QLD,January,2015,Thursday,19:00,Multiple vehicle,No,No,No,100,Passenger,Female,34
20153104,QLD,January,2015,Sunday,11:00,Single vehicle,No,No,No,80,Motorcycle rider,Female,55
20153120,QLD,January,2015,Monday,20:00,Single vehicle,No,No,No,60,Motorcycle rider,Male,36
20153128,QLD,January,2015,Monday,19:00,Single vehicle,No,Yes,No,80,Passenger,Male,39
20153130,QLD,January,2015,Saturday,18:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,25
20153138,QLD,January,2015,Thursday,20:00,Multiple vehicle,No,No,No,60,Passenger,Male,34
20153158,QLD,January,2015,Saturday,21:00,Single vehicle,No,No,No,60,Driver,Male,33
20153213,QLD,January,2015,Wednesday,17:00,Single vehicle,No,No,No,50,Motorcycle rider,Male,26
20154002,SA,January,2015,Wednesday,22:10,Single vehicle,No,No,No,50,Motorcycle rider,Male,40
20154012,SA,January,2015,Monday,13:04,Multiple vehicle,No,No,Yes,60,Bicyclist (includes pillion passengers),Female,37
20154014,SA,January,2015,Friday,15:55,Single vehicle,No,No,No,10,Driver,Male,74
20154044,SA,January,2015,Sunday,19:45,Single vehicle,No,No,Yes,110,Driver,Male,32
20154053,SA,January,2015,Friday,20:05,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,36
20154054,SA,January,2015,Thursday,16:44,Multiple vehicle,No,No,Yes,110,Passenger,Male,33
20154054,SA,January,2015,Thursday,16:44,Multiple vehicle,No,No,Yes,110,Driver,Male,59
20154054,SA,January,2015,Thursday,16:44,Multiple vehicle,No,No,Yes,110,Passenger,Male,33
20154062,SA,January,2015,Monday,19:08,Multiple vehicle,No,No,No,100,Driver,Female,26
20154090,SA,January,2015,Saturday,0:55,Single vehicle,No,No,No,80,Driver,Male,18
20154091,SA,January,2015,Tuesday,20:22,Single vehicle,No,No,No,110,Driver,Male,73
20154092,SA,January,2015,Saturday,9:10,Multiple vehicle,No,Yes,No,110,Driver,Male,60
20154092,SA,January,2015,Saturday,9:10,Multiple vehicle,No,Yes,No,110,Passenger,Female,60
20155014,WA,January,2015,Tuesday,14:46,Single vehicle,No,No,No,110,Passenger,Male,11
20155054,WA,January,2015,Tuesday,18:04,Multiple vehicle,No,Yes,No,100,Motorcycle rider,Male,38
20155057,WA,January,2015,Thursday,21:45,Single vehicle,No,No,No,110,Driver,Male,33
20155076,WA,January,2015,Sunday,14:32,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,51
20155089,WA,January,2015,Tuesday,11:04,Pedestrian,No,Yes,No,-9,Pedestrian,Female,83
20155091,WA,January,2015,Sunday,16:49,Multiple vehicle,No,Yes,No,110,Driver,Male,69
20155101,WA,January,2015,Monday,16:00,Single vehicle,No,No,No,80,Driver,Male,82
20155110,WA,January,2015,Monday,15:56,Single vehicle,No,No,No,90,Driver,Male,45
20155113,WA,January,2015,Thursday,17:38,Multiple vehicle,No,No,Yes,110,Driver,Male,27
20155135,WA,January,2015,Wednesday,17:41,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,40
20155137,WA,January,2015,Sunday,22:20,Multiple vehicle,No,No,No,70,Driver,Male,56
20156003,TAS,January,2015,Thursday,0:30,Single vehicle,No,No,No,40,Motorcycle rider,Male,29
20156015,TAS,January,2015,Friday,16:44,Multiple vehicle,No,No,No,100,Driver,Male,18
20156032,TAS,January,2015,Wednesday,6:30,Multiple vehicle,No,Yes,No,100,Driver,Male,56
20157034,NT,January,2015,Monday,8:00,Single vehicle,No,No,No,110,Passenger,Female,47
20158011,ACT,January,2015,Thursday,7:45,Single vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,49
20141003,NSW,December,2014,Monday,9:25,Pedestrian,No,No,No,50,Pedestrian,Female,79
20141004,NSW,December,2014,Friday,22:35,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,26
20141029,NSW,December,2014,Wednesday,17:15,Multiple vehicle,No,No,Yes,100,Driver,Male,65
20141037,NSW,December,2014,Sunday,11:05,Pedestrian,No,No,No,60,Pedestrian,Female,47
20141037,NSW,December,2014,Sunday,11:05,Pedestrian,No,No,No,60,Pedestrian,Male,49
20141047,NSW,December,2014,Monday,12:04,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,61
20141072,NSW,December,2014,Tuesday,5:30,Single vehicle,No,No,No,100,Driver,Male,18
20141074,NSW,December,2014,Wednesday,15:00,Multiple vehicle,No,No,No,100,Driver,Male,19
20141128,NSW,December,2014,Monday,17:40,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,50
20141132,NSW,December,2014,Friday,0:30,Single vehicle,No,No,No,60,Passenger,Female,17
20141132,NSW,December,2014,Friday,0:30,Single vehicle,No,No,No,60,Passenger,Male,21
20141145,NSW,December,2014,Thursday,21:45,Single vehicle,No,No,No,70,Driver,Male,22
20141157,NSW,December,2014,Monday,15:50,Single vehicle,No,No,No,100,Driver,Male,23
20141158,NSW,December,2014,Tuesday,16:05,Single vehicle,No,No,No,50,Driver,Female,44
20141236,NSW,December,2014,Sunday,20:45,Multiple vehicle,No,No,No,60,Passenger,Female,57
20141250,NSW,December,2014,Wednesday,13:40,Single vehicle,No,No,No,100,Driver,Female,54
20141250,NSW,December,2014,Wednesday,13:40,Single vehicle,No,No,No,100,Passenger,Male,59
20141258,NSW,December,2014,Monday,12:29,Multiple vehicle,No,No,No,90,Driver,Male,88
20142011,VIC,December,2014,Wednesday,10:55,Multiple vehicle,No,Yes,No,100,Bicyclist (includes pillion passengers),Male,65
20142026,VIC,December,2014,Sunday,15:30,Single vehicle,No,No,No,100,Driver,Female,19
20142080,VIC,December,2014,Wednesday,8:52,Multiple vehicle,No,No,Yes,100,Driver,Male,45
20142089,VIC,December,2014,Monday,8:45,Multiple vehicle,No,No,Yes,50,Motorcycle rider,Male,34
20142093,VIC,December,2014,Wednesday,1:55,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,27
20142106,VIC,December,2014,Sunday,8:25,Single vehicle,No,No,No,50,Bicyclist (includes pillion passengers),Male,70
20142122,VIC,December,2014,Saturday,1:08,Multiple vehicle,No,Yes,No,80,Motorcycle rider,Male,19
20142131,VIC,December,2014,Friday,8:55,Pedestrian,No,No,No,60,Pedestrian,Female,63
20142153,VIC,December,2014,Monday,11:29,Multiple vehicle,No,No,No,80,Driver,Female,80
20142165,VIC,December,2014,Sunday,9:45,Single vehicle,No,No,No,60,Driver,Female,53
20142167,VIC,December,2014,Friday,1:30,Single vehicle,No,No,No,100,Driver,Male,20
20142194,VIC,December,2014,Monday,15:55,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,38
20142223,VIC,December,2014,Friday,6:15,Single vehicle,No,No,No,100,Driver,Male,26
20143005,QLD,December,2014,Saturday,10:00,Single vehicle,No,No,No,50,Motorcycle rider,Male,18
20143019,QLD,December,2014,Saturday,19:00,Multiple vehicle,No,No,No,100,Passenger,Female,3
20143020,QLD,December,2014,Monday,9:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,29
20143030,QLD,December,2014,Thursday,21:00,Single vehicle,No,No,No,60,Passenger,Female,17
20143043,QLD,December,2014,Sunday,23:00,Single vehicle,No,No,No,100,Driver,Male,28
20143052,QLD,December,2014,Saturday,14:00,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,77
20143089,QLD,December,2014,Sunday,17:00,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,28
20143094,QLD,December,2014,Wednesday,17:00,Multiple vehicle,No,No,No,90,Passenger,Female,59
20143117,QLD,December,2014,Monday,16:00,Single vehicle,No,No,No,70,Driver,Female,54
20143151,QLD,December,2014,Saturday,2:00,Multiple vehicle,No,No,Yes,100,Driver,Male,22
20143151,QLD,December,2014,Saturday,2:00,Multiple vehicle,No,No,Yes,100,Passenger,Female,23
20143172,QLD,December,2014,Saturday,8:00,Multiple vehicle,No,No,No,100,Driver,Male,23
20143172,QLD,December,2014,Saturday,8:00,Multiple vehicle,No,No,No,100,Passenger,Female,78
20144009,SA,December,2014,Monday,0:05,Multiple vehicle,No,No,No,110,Driver,Male,24
20144009,SA,December,2014,Monday,0:05,Multiple vehicle,No,No,No,110,Passenger,Female,24
20144011,SA,December,2014,Monday,23:00,Single vehicle,No,No,No,110,Passenger,Male,2
20144025,SA,December,2014,Friday,21:25,Pedestrian,No,No,No,50,Pedestrian,Female,84
20144026,SA,December,2014,Tuesday,16:30,Pedestrian,No,No,No,110,Pedestrian,Male,65
20144027,SA,December,2014,Sunday,14:50,Multiple vehicle,No,No,No,100,Driver,Female,65
20144030,SA,December,2014,Monday,11:30,Multiple vehicle,No,Yes,No,110,Driver,Male,22
20144030,SA,December,2014,Monday,11:30,Multiple vehicle,No,Yes,No,110,Passenger,Female,16
20144030,SA,December,2014,Monday,11:30,Multiple vehicle,No,Yes,No,110,Passenger,Female,68
20144030,SA,December,2014,Monday,11:30,Multiple vehicle,No,Yes,No,110,Passenger,Female,45
20144033,SA,December,2014,Tuesday,11:50,Multiple vehicle,No,No,No,110,Passenger,Male,11
20144041,SA,December,2014,Monday,6:00,Single vehicle,No,No,No,100,Driver,Male,25
20144046,SA,December,2014,Wednesday,21:30,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,40
20144064,SA,December,2014,Tuesday,1:10,Pedestrian,No,No,No,60,Pedestrian,Male,32
20144071,SA,December,2014,Saturday,0:25,Pedestrian,No,No,No,60,Pedestrian,Male,57
20144073,SA,December,2014,Sunday,11:35,Single vehicle,No,No,No,110,Driver,Male,34
20144074,SA,December,2014,Tuesday,8:45,Single vehicle,No,No,No,100,Driver,Male,70
20144085,SA,December,2014,Thursday,23:45,Pedestrian,No,No,No,50,Pedestrian,Male,37
20144091,SA,December,2014,Monday,8:20,Multiple vehicle,No,No,No,80,Driver,Male,34
20144095,SA,December,2014,Thursday,21:15,Single vehicle,No,No,No,100,Driver,Male,48
20145040,WA,December,2014,Thursday,19:13,Single vehicle,No,No,No,100,Driver,Male,61
20145049,WA,December,2014,Wednesday,12:50,Single vehicle,No,No,No,110,Motorcycle rider,Male,57
20145052,WA,December,2014,Thursday,23:32,Single vehicle,No,Yes,No,110,Driver,Male,48
20145087,WA,December,2014,Thursday,13:02,Pedestrian,No,No,No,50,Pedestrian,Male,18
20145091,WA,December,2014,Sunday,22:29,Single vehicle,No,No,No,50,Driver,Male,30
20145111,WA,December,2014,Friday,15:45,Single vehicle,No,No,No,110,Driver,Female,61
20145113,WA,December,2014,Thursday,8:00,Single vehicle,No,No,No,110,Driver,Male,17
20145121,WA,December,2014,Saturday,19:49,Single vehicle,No,No,No,100,Passenger,Male,0
20145122,WA,December,2014,Friday,15:50,Multiple vehicle,No,No,No,50,Motorcycle rider,Female,43
20145124,WA,December,2014,Sunday,2:30,Single vehicle,No,No,Yes,110,Driver,Female,42
20145129,WA,December,2014,Thursday,8:00,Single vehicle,No,No,No,110,Driver,Female,87
20145130,WA,December,2014,Tuesday,18:38,Single vehicle,No,No,No,100,Driver,Female,46
20145146,WA,December,2014,Saturday,20:55,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,19
20145150,WA,December,2014,Friday,6:55,Single vehicle,No,No,Yes,90,Driver,Male,64
20145156,WA,December,2014,Tuesday,21:53,Single vehicle,No,No,No,80,Driver,Male,54
20145157,WA,December,2014,Sunday,1:10,Single vehicle,No,No,No,110,Driver,Male,27
20145163,WA,December,2014,Thursday,0:09,Single vehicle,No,No,No,110,Passenger,Male,43
20146023,TAS,December,2014,Thursday,0:30,Single vehicle,No,No,No,60,Driver,Female,19
20146025,TAS,December,2014,Sunday,15:30,Multiple vehicle,No,No,No,110,Driver,Male,78
20147016,NT,December,2014,Friday,16:12,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,23
20147022,NT,December,2014,Saturday,9:30,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,26
20148010,ACT,December,2014,Saturday,2:30,Single vehicle,No,No,No,60,Driver,Male,31
20141006,NSW,November,2014,Sunday,3:13,Single vehicle,No,No,No,80,Motorcycle rider,Male,22
20141012,NSW,November,2014,Sunday,7:10,Pedestrian,No,No,No,50,Pedestrian,Female,82
20141013,NSW,November,2014,Monday,11:45,Pedestrian,No,Yes,No,50,Pedestrian,Male,100
20141033,NSW,November,2014,Wednesday,19:35,Single vehicle,No,No,No,60,Passenger,Female,45
20141038,NSW,November,2014,Sunday,0:15,Single vehicle,No,No,No,100,Driver,Male,23
20141070,NSW,November,2014,Wednesday,15:21,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,68
20141087,NSW,November,2014,Thursday,19:04,Multiple vehicle,No,No,No,60,Driver,Male,65
20141089,NSW,November,2014,Friday,15:35,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,60
20141092,NSW,November,2014,Saturday,4:45,Single vehicle,No,No,No,80,Passenger,Male,17
20141105,NSW,November,2014,Sunday,19:50,Single vehicle,No,No,No,100,Driver,Female,19
20141143,NSW,November,2014,Wednesday,13:46,Multiple vehicle,No,No,No,100,Driver,Male,30
20141146,NSW,November,2014,Thursday,8:00,Pedestrian,No,Yes,No,60,Pedestrian,Female,41
20141149,NSW,November,2014,Wednesday,22:30,Single vehicle,No,No,No,100,Driver,Male,31
20141169,NSW,November,2014,Saturday,9:15,Multiple vehicle,No,No,No,50,Driver,Male,86
20141171,NSW,November,2014,Sunday,19:30,Single vehicle,No,No,No,100,Driver,Male,40
20141175,NSW,November,2014,Friday,23:00,Single vehicle,No,No,No,100,Driver,Male,43
20141188,NSW,November,2014,Monday,21:50,Multiple vehicle,No,No,Yes,100,Driver,Male,39
20141188,NSW,November,2014,Monday,21:50,Multiple vehicle,No,No,Yes,100,Passenger,Female,63
20141200,NSW,November,2014,Saturday,8:50,Single vehicle,No,No,No,100,Motorcycle rider,Male,57
20141202,NSW,November,2014,Tuesday,23:25,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,28
20141212,NSW,November,2014,Sunday,7:40,Multiple vehicle,No,Yes,No,60,Driver,Male,44
20141217,NSW,November,2014,Friday,9:10,Pedestrian,No,No,No,50,Pedestrian,Male,63
20141219,NSW,November,2014,Tuesday,17:00,Multiple vehicle,No,No,No,100,Driver,Female,16
20141219,NSW,November,2014,Tuesday,17:00,Multiple vehicle,No,No,No,100,Passenger,Female,39
20141231,NSW,November,2014,Wednesday,16:40,Multiple vehicle,No,No,No,110,Driver,Male,82
20141241,NSW,November,2014,Saturday,9:50,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,70
20141246,NSW,November,2014,Saturday,12:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,29
20141248,NSW,November,2014,Sunday,15:35,Single vehicle,No,No,No,80,Motorcycle rider,Male,22
20141263,NSW,November,2014,Wednesday,1:00,Single vehicle,No,No,Yes,110,Driver,Male,54
20142002,VIC,November,2014,Saturday,8:40,Multiple vehicle,No,Yes,No,60,Motorcycle rider,Male,24
20142008,VIC,November,2014,Friday,2:00,Single vehicle,No,No,No,60,Driver,Male,39
20142010,VIC,November,2014,Tuesday,18:25,Single vehicle,No,No,No,100,Driver,Female,67
20142016,VIC,November,2014,Monday,23:45,Single vehicle,No,No,No,80,Driver,Female,25
20142035,VIC,November,2014,Monday,8:50,Multiple vehicle,No,No,No,100,Driver,Male,64
20142051,VIC,November,2014,Tuesday,1:00,Single vehicle,No,No,No,100,Driver,Female,25
20142082,VIC,November,2014,Wednesday,2:30,Multiple vehicle,No,No,No,80,Passenger,Male,32
20142090,VIC,November,2014,Sunday,16:25,Pedestrian,No,No,No,60,Pedestrian,Female,4
20142094,VIC,November,2014,Friday,17:13,Multiple vehicle,No,Yes,No,100,Passenger,Female,26
20142094,VIC,November,2014,Friday,17:13,Multiple vehicle,No,Yes,No,100,Driver,Male,25
20142095,VIC,November,2014,Sunday,0:45,Single vehicle,No,No,No,100,Passenger,Male,36
20142095,VIC,November,2014,Sunday,0:45,Single vehicle,No,No,No,100,Driver,Male,36
20142107,VIC,November,2014,Sunday,17:20,Pedestrian,No,No,No,50,Pedestrian,Male,5
20142135,VIC,November,2014,Saturday,12:10,Multiple vehicle,No,Yes,No,100,Driver,Female,33
20142136,VIC,November,2014,Tuesday,17:45,Pedestrian,No,No,No,50,Pedestrian,Male,74
20142147,VIC,November,2014,Friday,5:25,Multiple vehicle,No,No,Yes,60,Driver,Male,53
20142148,VIC,November,2014,Monday,21:10,Multiple vehicle,No,No,Yes,110,Passenger,Male,58
20142157,VIC,November,2014,Saturday,6:30,Pedestrian,No,No,No,60,Pedestrian,Female,85
20142161,VIC,November,2014,Saturday,12:25,Single vehicle,No,No,No,100,Driver,Male,31
20142181,VIC,November,2014,Thursday,8:55,Multiple vehicle,No,Yes,No,100,Driver,Male,54
20142197,VIC,November,2014,Thursday,17:20,Multiple vehicle,No,No,Yes,100,Driver,Female,46
20142202,VIC,November,2014,Tuesday,14:20,Multiple vehicle,No,No,No,80,Passenger,Male,86
20142205,VIC,November,2014,Monday,13:00,Multiple vehicle,No,No,No,100,Passenger,Male,23
20142205,VIC,November,2014,Monday,13:00,Multiple vehicle,No,No,No,100,Driver,Male,23
20142207,VIC,November,2014,Saturday,15:00,Multiple vehicle,No,No,No,90,Passenger,Female,25
20142209,VIC,November,2014,Thursday,11:50,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,63
20142219,VIC,November,2014,Monday,8:25,Multiple vehicle,No,Yes,No,80,Motorcycle rider,Male,64
20142220,VIC,November,2014,Wednesday,11:00,Multiple vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,76
20143006,QLD,November,2014,Saturday,13:00,Multiple vehicle,No,No,No,90,Driver,Female,33
20143021,QLD,November,2014,Sunday,16:00,Multiple vehicle,No,No,No,100,Driver,Female,69
20143029,QLD,November,2014,Tuesday,9:00,Multiple vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,68
20143037,QLD,November,2014,Friday,16:00,Single vehicle,No,No,No,50,Motorcycle rider,Male,29
20143040,QLD,November,2014,Friday,22:00,Single vehicle,No,No,No,100,Driver,Male,30
20143045,QLD,November,2014,Saturday,23:00,Single vehicle,No,No,No,100,Passenger,Male,18
20143077,QLD,November,2014,Monday,17:00,Multiple vehicle,No,No,No,70,Passenger,Male,24
20143085,QLD,November,2014,Sunday,1:00,Single vehicle,No,No,Yes,60,Driver,Male,33
20143097,QLD,November,2014,Saturday,18:00,Multiple vehicle,No,No,No,100,Driver,Female,36
20143113,QLD,November,2014,Saturday,14:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,47
20143115,QLD,November,2014,Wednesday,20:00,Single vehicle,No,No,No,100,Driver,Male,17
20143120,QLD,November,2014,Thursday,19:00,Single vehicle,No,No,No,100,Driver,Male,25
20143123,QLD,November,2014,Wednesday,17:00,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,55
20143125,QLD,November,2014,Sunday,19:00,Single vehicle,No,No,No,60,Motorcycle rider,Male,21
20143128,QLD,November,2014,Wednesday,21:00,Single vehicle,No,No,No,70,Driver,Male,32
20143146,QLD,November,2014,Tuesday,17:00,Multiple vehicle,No,No,No,60,Driver,Female,52
20143150,QLD,November,2014,Sunday,15:00,Multiple vehicle,No,No,No,80,Passenger,Female,35
20143161,QLD,November,2014,Wednesday,9:00,Multiple vehicle,No,Yes,No,100,Driver,Male,65
20143173,QLD,November,2014,Wednesday,13:00,Single vehicle,No,No,No,100,Driver,Male,30
20143175,QLD,November,2014,Sunday,14:00,Multiple vehicle,No,No,No,100,Driver,Male,67
20144018,SA,November,2014,Tuesday,14:45,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,34
20144034,SA,November,2014,Tuesday,17:45,Multiple vehicle,No,No,Yes,110,Driver,Male,49
20144034,SA,November,2014,Tuesday,17:45,Multiple vehicle,No,No,Yes,110,Passenger,Female,28
20144050,SA,November,2014,Friday,20:40,Single vehicle,No,No,No,110,Driver,Male,73
20144072,SA,November,2014,Friday,17:55,Pedestrian,No,No,No,60,Pedestrian,Male,70
20144075,SA,November,2014,Thursday,19:05,Single vehicle,No,No,No,60,Driver,Female,97
20144079,SA,November,2014,Thursday,18:45,Single vehicle,No,No,No,100,Driver,Male,30
20144082,SA,November,2014,Monday,13:50,Multiple vehicle,No,Yes,No,100,Driver,Male,47
20145008,WA,November,2014,Thursday,21:01,Multiple vehicle,No,No,No,80,Passenger,Female,23
20145020,WA,November,2014,Sunday,16:05,Multiple vehicle,No,No,No,110,Motorcycle rider,Male,13
20145026,WA,November,2014,Thursday,17:45,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,21
20145031,WA,November,2014,Friday,14:40,Single vehicle,No,No,No,70,Driver,Female,32
20145042,WA,November,2014,Wednesday,9:50,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Female,70
20145045,WA,November,2014,Sunday,13:30,Single vehicle,No,No,No,90,Passenger,Female,23
